,mark,model,year,type,condition,fuel,Transmission,color,price
165,Car Makes:Land Rover,Car Model:Defender,Year:2020,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$139,900"
166,Car Makes:Toyota,Car Model:Corolla,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,800"
167,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$11,500"
168,Car Makes:Hyundai,Car Model:Starex,Year:2008,Tax Type:Tax Paper,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:White,"$14,900"
169,Car Makes:Kia,Car Model:Morning,Year:2011,Tax Type:Tax Paper,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$7,500"
170,Car Makes:Toyota,Car Model:Hilux Vigo,Year:2022,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$38,500"
171,Car Makes:SsangYong,Car Model:Istana - ធូរីស,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Diesel,Transmission:Manual,"$12,200"
172,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,500"
173,Car Makes:Lexus,Car Model:LX470,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$26,000"
174,Car Makes:Toyota,Car Model:Corolla,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,000"
175,Car Makes:Lexus,Car Model:RC,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$39,000"
176,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$9,600"
177,Car Makes:Honda,Car Model:City,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$17,300"
178,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$10,700"
179,Car Makes:BMW,Car Model:730Li,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$76,900"
180,Car Makes:Toyota,Car Model:RAV4,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$10,000"
181,Car Makes:HUMMER,Car Model:H2,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$17,500"
182,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$11,700"
183,Car Makes:Lexus,Car Model:RX300,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$9,900"
184,Car Makes:Toyota,Car Model:Prius,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$16,800"
185,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$26,700"
186,Car Makes:Chevrolet,Car Model:Captiva,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$10,500"
187,Car Makes:Chevrolet,Car Model:Colorado,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$23,000"
188,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$17,500"
189,Car Makes:Toyota,Car Model:Prius,Year:2013,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Petrol,Color:White,"$22,500"
190,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$19,800"
191,Car Makes:Toyota,Car Model:Highlander,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$16,800"
192,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$51,800"
193,Car Makes:Toyota,Car Model:Fortuner,Year:2019,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:White,"$48,900"
194,Car Makes:Toyota,Car Model:Hilux REVO,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$46,550.00"
195,Car Makes:Toyota,Car Model:Alphard,Year:2010,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$27,000"
196,Car Makes:Lexus,Car Model:RX300,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$8,500"
197,Car Makes:Toyota,Car Model:Land Cruiser,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$53,900"
198,Car Makes:Toyota,Car Model:Prius,Year:2013,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$21,999"
199,Car Makes:Toyota,Car Model:Land Cruiser,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$20,000"
200,Car Makes:Toyota,Car Model:Camry,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$23,700"
201,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$18,800"
202,Car Makes:Kia,Car Model:Morning,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:Red,"$4,100"
203,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$12,900"
204,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$12,900"
205,Car Makes:Jaguar,Car Model:F-Type,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$66,000"
206,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$11,700"
207,Car Makes:Nissan,Car Model:March,Year:2018,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$3,300"
208,Car Makes:Dodge,Car Model:Challenger,Year:2018,Tax Type:Tax Paper,Condition:Used,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$69,500"
209,Car Makes:Toyota,Car Model:Fortuner,Year:2022,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$67,221.00"
210,Car Makes:Toyota,Car Model:Hilux REVO,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$43,022.00"
211,Car Makes:Toyota,Car Model:Tacoma,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$14,500"
212,Car Makes:Toyota,Car Model:Land Cruiser,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$48,500"
213,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$19,500"
214,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$38,400"
215,Car Makes:Mazda,Car Model:CX-5,Year:2017,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$26,900"
216,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:Used,Fuel:Hybrid,Transmission:Auto,Color:White,"$23,900"
217,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$21,000"
218,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2022,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Diesel,Color:Black,"$42,000"
219,Car Makes:Mitsubishi,Car Model:Triton,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$46,500"
220,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$20,500"
221,Car Makes:Toyota,Car Model:Tacoma,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$22,500"
222,Car Makes:Lexus,Car Model:RX300,Year:2000,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Manual,Color:White,"$11,500"
223,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Plate Number,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$11,800"
224,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Manual,Color:Silver,"$10,500"
225,Car Makes:Ford,Car Model:Ecosport,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$22,500"
226,Car Makes:Toyota,Car Model:Alphard,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Hybrid,Transmission:Auto,"$59,900"
227,Car Makes:Toyota,Car Model:Camry,Year:1990,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Diesel,Transmission:Manual,"$2,200"
228,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$19,600"
229,Car Makes:Nissan,Car Model:JUKE,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,500"
230,Car Makes:Audi,Car Model:Q7,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$58,800"
231,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$10,500"
232,Car Makes:Mercedes-Benz,Car Model:C300,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$43,500"
233,Car Makes:Isuzu,Car Model:D-MAX,Year:2022,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$38,500"
234,Car Makes:Isuzu,Car Model:D-MAX,Year:2022,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$38,500"
235,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2021,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Transmission:Auto,Color:Gray,"$41,500"
236,Car Makes:Ford,Car Model:Territory,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$42,500"
237,Car Makes:Mercedes-Benz,Car Model:G-Class,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$93,000"
238,Car Makes:Hyundai,Car Model:Tourism - ទូរីស,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$4,500"
239,Car Makes:Toyota,Car Model:Hilux Vigo,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$26,000"
240,Car Makes:Lexus,Car Model:LM,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$245,000"
241,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$21,300"
242,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2014,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$71,500"
243,Car Makes:Lexus,Car Model:LX570,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$159,900"
244,Car Makes:Audi,Car Model:A8,Year:2013,Tax Type:Tax Paper,Condition:New,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$58,000"
245,Car Makes:Toyota,Car Model:Tacoma,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$14,550"
246,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$20,700"
247,Car Makes:Toyota,Car Model:Camry,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$24,000"
248,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$18,900"
249,Car Makes:Volkswagen,Car Model:Amarok,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$24,700"
250,Car Makes:Volkswagen,Car Model:Amarok,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$24,700"
251,Car Makes:Nissan,Car Model:Elgrand,Year:1991,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$13,000"
252,Car Makes:Toyota,Car Model:Hilux REVO,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$47,000"
253,Car Makes:Lexus,Car Model:HS,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$26,500"
254,Car Makes:Lexus,Car Model:NX,Year:2016,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Petrol,Color:Black,"$42,000"
255,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$20,500"
256,Car Makes:Toyota,Car Model:Fortuner,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$71,900"
257,Car Makes:Lexus,Car Model:RX300,Year:2021,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Gold,"$12,500"
258,Car Makes:Toyota,Car Model:Tundra,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$23,900"
259,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Hybrid,Transmission:Auto,"$8,050"
260,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$10,500"
261,Car Makes:Ford,Car Model:F-150 Raptor,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$69,000"
262,Car Makes:Toyota,Car Model:Corolla,Year:1998,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$4,400"
263,Car Makes:Hyundai,Car Model:Truck,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$9,500"
264,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$15,900"
265,Car Makes:Toyota,Car Model:Scion,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,933"
266,Car Makes:Toyota,Car Model:Scion,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,933"
267,Car Makes:Toyota,Car Model:Scion,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,933"
268,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,900"
269,Car Makes:Toyota,Car Model:Highlander,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,300"
270,Car Makes:Lexus,Car Model:NX,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$48,500"
271,Car Makes:Lexus,Car Model:HS,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$25,300"
272,Car Makes:Lexus,Car Model:GS,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$39,400.00"
273,Car Makes:Land Rover,Car Model:Defender,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$134,500.00"
274,Car Makes:Porsche,Car Model:Macan S,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$76,000.00"
275,Car Makes:Mercedes-Benz,Car Model:S-Class,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$115,700.00"
276,Car Makes:Ford,Car Model:Ranger Raptor,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$63,500.00"
277,Car Makes:Land Rover,Car Model:Range Rover Evoque,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$33,500.00"
278,Car Makes:BMW,Car Model:M6,Year:2014,Tax Type:Tax Paper,Condition:Used,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$97,000.00"
279,Car Makes:Mazda,Car Model:BT50,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$33,700"
280,Car Makes:Toyota,Car Model:Highlander,Year:2004,Tax Type:Plate Number,Condition:New,Fuel:Petrol,Transmission:Auto,Color:White,"$18,500"
281,Car Makes:Hyundai,Car Model:Truck,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$7,300"
282,Car Makes:Lexus,Car Model:LX470,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$28,500"
283,Car Makes:Nissan,Car Model:Frontier,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$11,500"
284,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,100"
285,Car Makes:Lexus,Car Model:RX300,Year:2006,Tax Type:Plate Number,Condition:New,Body Type:SUV,Transmission:Auto,Color:White,"$27,900"
286,Car Makes:Toyota,Car Model:RAV4,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$9,800"
287,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$11,500"
288,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:New,Fuel:Petrol,Transmission:Auto,Color:Blue,"$12,800"
289,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$11,200"
290,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$15,000"
291,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$19,700"
292,Car Makes:Ford,Car Model:Territory,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$48,900"
293,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$19,500"
294,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$42,000"
295,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$15,500"
296,Car Makes:Toyota,Car Model:RAV4,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$4,300"
297,Car Makes:Toyota,Car Model:Tundra,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$26,000"
298,Car Makes:Ford,Car Model:Ranger,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$35,900"
299,Car Makes:Ford,Car Model:Ranger,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$35,900"
300,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$25,700"
301,Car Makes:Hyundai,Car Model:Truck,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$7,500"
302,Car Makes:Ford,Car Model:Ecosport,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$35,000"
303,Car Makes:Toyota,Car Model:Yaris,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$8,000"
304,Car Makes:Ford,Car Model:Mustang,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:Convertible,Fuel:Petrol,Transmission:Auto,"$31,800"
305,Car Makes:Toyota,Car Model:Prius,Year:2009,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$15,000"
306,Car Makes:Mazda,Car Model:Mazda6,Year:2017,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$27,800"
307,Car Makes:Toyota,Car Model:Vellfire,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$27,700"
308,Car Makes:Cadillac,Car Model:Escalade EXT,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$15,000"
309,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$7,300"
310,Car Makes:Mercedes-Benz,Car Model:C300,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$41,500"
311,Car Makes:Toyota,Car Model:Camry,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$19,500"
312,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$8,200"
313,Car Makes:Lexus,Car Model:RX300,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$11,500"
314,Car Makes:Nissan,Car Model:Frontier,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$10,000"
315,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Color:Gray,"$14,500"
316,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Silver,"$10,600"
317,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Silver,"$10,600"
318,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Silver,"$10,600"
319,Car Makes:Audi,Car Model:A8,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$45,500"
320,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Color:Silver,"$10,500"
321,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$13,500"
